temperature,date,dia_da_semana,mes_venda,temperatura_celsius,total_de_vendas
75F,"quarta-feira, dezembro 24, 2014",qua,dez,23,37887
77F,"quinta-feira, dezembro 25, 2014",qui,dez,24,38496
76F,"sexta-feira, dezembro 26, 2014",sex,dez,24,38496
72F,"sábado, dezembro 27, 2014",sab,dez,22,37277
74F,"domingo, dezembro 28, 2014",dom,dez,23,37593
76F,"segunda-feira, dezembro 29, 2014",seg,dez,24,38202
77F,"terça-feira, dezembro 30, 2014",ter,dez,24,38493
78F,"quarta-feira, dezembro 31, 2014",qua,dez,25,39101
76F,"quinta-feira, janeiro 01, 2015",qui,jan,24,38492
78F,"sexta-feira, janeiro 02, 2015",sex,jan,25,39101
75F,"sábado, janeiro 03, 2015",sab,jan,23,37882
76F,"domingo, janeiro 04, 2015",dom,jan,24,38199
73F,"segunda-feira, janeiro 05, 2015",seg,jan,22,36979
79F,"terça-feira, janeiro 06, 2015",ter,jan,25,39099
76F,"quarta-feira, janeiro 07, 2015",qua,jan,24,38490
74F,"quinta-feira, janeiro 08, 2015",qui,jan,23,37880
73F,"sexta-feira, janeiro 09, 2015",sex,jan,22,37271
73F,"sábado, janeiro 10, 2015",sab,jan,22,37270
73F,"domingo, janeiro 11, 2015",dom,jan,22,36972
74F,"segunda-feira, janeiro 12, 2015",seg,jan,23,37580
74F,"terça-feira, janeiro 13, 2015",ter,jan,23,37878
76F,"quarta-feira, janeiro 14, 2015",qua,jan,24,38487
73F,"quinta-feira, janeiro 15, 2015",qui,jan,22,37269
71F,"sexta-feira, janeiro 16, 2015",sex,jan,21,36659
75F,"sábado, janeiro 17, 2015",sab,jan,24,38485
76F,"domingo, janeiro 18, 2015",dom,jan,24,38183
73F,"segunda-feira, janeiro 19, 2015",seg,jan,22,36965
76F,"terça-feira, janeiro 20, 2015",ter,jan,24,38485
76F,"quarta-feira, janeiro 21, 2015",qua,jan,24,38485
71F,"quinta-feira, janeiro 22, 2015",qui,jan,21,36658
73F,"sexta-feira, janeiro 23, 2015",sex,jan,22,37267
76F,"sábado, janeiro 24, 2015",sab,jan,24,38484
73F,"domingo, janeiro 25, 2015",dom,jan,22,36955
75F,"segunda-feira, janeiro 26, 2015",seg,jan,23,37561
78F,"terça-feira, janeiro 27, 2015",ter,jan,25,39092
75F,"quarta-feira, janeiro 28, 2015",qua,jan,24,38482
74F,"quinta-feira, janeiro 29, 2015",qui,jan,23,37873
74F,"sexta-feira, janeiro 30, 2015",sex,jan,23,37873
78F,"sábado, janeiro 31, 2015",sab,jan,25,39090
74F,"domingo, fevereiro 01, 2015",dom,fev,23,37557
71F,"segunda-feira, fevereiro 02, 2015",seg,fev,21,36339
74F,"terça-feira, fevereiro 03, 2015",ter,fev,23,37870
75F,"quarta-feira, fevereiro 04, 2015",qua,fev,24,38477
75F,"quinta-feira, fevereiro 05, 2015",qui,fev,23,37868
71F,"sexta-feira, fevereiro 06, 2015",sex,fev,21,36650
72F,"sábado, fevereiro 07, 2015",sab,fev,22,37259
72F,"domingo, fevereiro 08, 2015",dom,fev,22,36943
72F,"segunda-feira, fevereiro 09, 2015",seg,fev,22,36943
74F,"terça-feira, fevereiro 10, 2015",ter,fev,23,37868
75F,"quarta-feira, fevereiro 11, 2015",qua,fev,24,38477
74F,"quinta-feira, fevereiro 12, 2015",qui,fev,23,37867
77F,"sexta-feira, fevereiro 13, 2015",sex,fev,24,38476
71F,"sábado, fevereiro 14, 2015",sab,fev,21,36648
72F,"domingo, fevereiro 15, 2015",dom,fev,22,36932
71F,"segunda-feira, fevereiro 16, 2015",seg,fev,21,36321
79F,"terça-feira, fevereiro 17, 2015",ter,fev,25,39084
75F,"quarta-feira, fevereiro 18, 2015",qua,fev,23,37865
75F,"quinta-feira, fevereiro 19, 2015",qui,fev,23,37865
69F,"sexta-feira, fevereiro 20, 2015",sex,fev,20,36038
73F,"sábado, fevereiro 21, 2015",sab,fev,22,37255
71F,"domingo, fevereiro 22, 2015",dom,fev,21,36313
72F,"segunda-feira, fevereiro 23, 2015",seg,fev,22,36922
73F,"terça-feira, fevereiro 24, 2015",ter,fev,22,37253
66F,"quarta-feira, fevereiro 25, 2015",qua,fev,19,35424
79F,"quinta-feira, fevereiro 26, 2015",qui,fev,25,39078
71F,"sexta-feira, fevereiro 27, 2015",sex,fev,21,36641
79F,"sábado, fevereiro 28, 2015",sab,fev,26,39686
71F,"domingo, março 01, 2015",dom,mar,21,36308
71F,"segunda-feira, março 02, 2015",seg,mar,21,36308
79F,"terça-feira, março 03, 2015",ter,mar,26,39685
72F,"quarta-feira, março 04, 2015",qua,mar,22,37248
76F,"quinta-feira, março 05, 2015",qui,mar,24,38466
74F,"sexta-feira, março 06, 2015",sex,mar,23,37857
70F,"sábado, março 07, 2015",sab,mar,21,36639
71F,"domingo, março 08, 2015",dom,mar,21,36299
69F,"segunda-feira, março 09, 2015",seg,mar,20,35689
73F,"terça-feira, março 10, 2015",ter,mar,22,37247
74F,"quarta-feira, março 11, 2015",qua,mar,23,37856
75F,"quinta-feira, março 12, 2015",qui,mar,24,38464
78F,"sexta-feira, março 13, 2015",sex,mar,25,39072
74F,"sábado, março 14, 2015",sab,mar,23,37854
73F,"domingo, março 15, 2015",dom,mar,22,36898
69F,"segunda-feira, março 16, 2015",seg,mar,20,35679
74F,"terça-feira, março 17, 2015",ter,mar,23,37853
70F,"quarta-feira, março 18, 2015",qua,mar,21,36635
78F,"quinta-feira, março 19, 2015",qui,mar,25,39070
78F,"sexta-feira, março 20, 2015",sex,mar,25,39070
75F,"sábado, março 21, 2015",sab,mar,23,37852
70F,"domingo, março 22, 2015",dom,mar,20,35675
73F,"segunda-feira, março 23, 2015",seg,mar,22,36893
71F,"terça-feira, março 24, 2015",ter,mar,21,36633
76F,"quarta-feira, março 25, 2015",qua,mar,24,38460
71F,"quinta-feira, março 26, 2015",qui,mar,21,36632
74F,"sexta-feira, março 27, 2015",sex,mar,23,37850
69F,"sábado, março 28, 2015",sab,mar,20,36021
76F,"domingo, março 29, 2015",dom,mar,24,38105
75F,"segunda-feira, março 30, 2015",seg,mar,24,38104
76F,"terça-feira, março 31, 2015",ter,mar,24,38457
82F,"quarta-feira, abril 01, 2015",qua,abr,27,40284
74F,"quinta-feira, abril 02, 2015",qui,abr,23,37847
73F,"sexta-feira, abril 03, 2015",sex,abr,22,37238
77F,"sábado, abril 04, 2015",sab,abr,24,38456
74F,"domingo, abril 05, 2015",dom,abr,23,37484
75F,"segunda-feira, abril 06, 2015",seg,abr,23,37483
78F,"terça-feira, abril 07, 2015",ter,abr,25,39062
76F,"quarta-feira, abril 08, 2015",qua,abr,24,38453
81F,"quinta-feira, abril 09, 2015",qui,abr,27,40279
80F,"sexta-feira, abril 10, 2015",sex,abr,26,39670
75F,"sábado, abril 11, 2015",sab,abr,23,37842
74F,"domingo, abril 12, 2015",dom,abr,23,37473
71F,"segunda-feira, abril 13, 2015",seg,abr,21,36255
71F,"terça-feira, abril 14, 2015",ter,abr,21,36623
76F,"quarta-feira, abril 15, 2015",qua,abr,24,38450
77F,"quinta-feira, abril 16, 2015",qui,abr,24,38450
71F,"sexta-feira, abril 17, 2015",sex,abr,21,36623
70F,"sábado, abril 18, 2015",sab,abr,20,36014
69F,"domingo, abril 19, 2015",dom,abr,20,35642
69F,"segunda-feira, abril 20, 2015",seg,abr,20,35636
71F,"terça-feira, abril 21, 2015",ter,abr,21,36621
77F,"quarta-feira, abril 22, 2015",qua,abr,24,38448
74F,"quinta-feira, abril 23, 2015",qui,abr,23,37837
75F,"sexta-feira, abril 24, 2015",sex,abr,23,37837
77F,"sábado, abril 25, 2015",sab,abr,24,38446
72F,"domingo, abril 26, 2015",dom,abr,22,36846
74F,"segunda-feira, abril 27, 2015",seg,abr,23,37455
73F,"terça-feira, abril 28, 2015",ter,abr,23,37836
74F,"quarta-feira, abril 29, 2015",qua,abr,23,37836
70F,"quinta-feira, abril 30, 2015",qui,abr,21,36618
72F,"sexta-feira, maio 01, 2015",sex,mai,22,37227
75F,"sábado, maio 02, 2015",sab,mai,23,37836
73F,"domingo, maio 03, 2015",dom,mai,22,36839
66F,"segunda-feira, maio 04, 2015",seg,mai,18,34400
71F,"terça-feira, maio 05, 2015",ter,mai,21,36617
71F,"quarta-feira, maio 06, 2015",qua,mai,21,36616
75F,"quinta-feira, maio 07, 2015",qui,mai,23,37834
71F,"sexta-feira, maio 08, 2015",sex,mai,21,36616
77F,"sábado, maio 09, 2015",sab,mai,24,38442
72F,"domingo, maio 10, 2015",dom,mai,22,36834
69F,"segunda-feira, maio 11, 2015",seg,mai,20,35613
69F,"terça-feira, maio 12, 2015",ter,mai,20,36006
76F,"quarta-feira, maio 13, 2015",qua,mai,24,38442
77F,"quinta-feira, maio 14, 2015",qui,mai,24,38442
76F,"sexta-feira, maio 15, 2015",sex,mai,24,38442
72F,"sábado, maio 16, 2015",sab,mai,22,37223
72F,"domingo, maio 17, 2015",dom,mai,22,36820
69F,"segunda-feira, maio 18, 2015",seg,mai,20,35602
78F,"terça-feira, maio 19, 2015",ter,mai,25,39049
75F,"quarta-feira, maio 20, 2015",qua,mai,23,37830
74F,"quinta-feira, maio 21, 2015",qui,mai,23,37830
74F,"sexta-feira, maio 22, 2015",sex,mai,23,37830
70F,"sábado, maio 23, 2015",sab,mai,21,36612
72F,"domingo, maio 24, 2015",dom,mai,22,36815
72F,"segunda-feira, maio 25, 2015",seg,mai,22,36815
75F,"terça-feira, maio 26, 2015",ter,mai,24,38438
71F,"quarta-feira, maio 27, 2015",qua,mai,21,36611
76F,"quinta-feira, maio 28, 2015",qui,mai,24,38437
73F,"sexta-feira, maio 29, 2015",sex,mai,22,37219
72F,"sábado, maio 30, 2015",sab,mai,22,37218
71F,"domingo, maio 31, 2015",dom,mai,21,36197
74F,"segunda-feira, junho 01, 2015",seg,jun,23,37414
74F,"terça-feira, junho 02, 2015",ter,jun,23,37825
69F,"quarta-feira, junho 03, 2015",qua,jun,20,35998
69F,"quinta-feira, junho 04, 2015",qui,jun,20,35998
72F,"sexta-feira, junho 05, 2015",sex,jun,22,37215
76F,"sábado, junho 06, 2015",sab,jun,24,38433
73F,"domingo, junho 07, 2015",dom,jun,22,36802
71F,"segunda-feira, junho 08, 2015",seg,jun,21,36191
75F,"terça-feira, junho 09, 2015",ter,jun,23,37822
79F,"quarta-feira, junho 10, 2015",qua,jun,26,39649
72F,"quinta-feira, junho 11, 2015",qui,jun,22,37213
75F,"sexta-feira, junho 12, 2015",sex,jun,23,37821
77F,"sábado, junho 13, 2015",sab,jun,25,39039
73F,"domingo, junho 14, 2015",dom,jun,22,36795
70F,"segunda-feira, junho 15, 2015",seg,jun,21,36186
79F,"terça-feira, junho 16, 2015",ter,jun,25,39038
72F,"quarta-feira, junho 17, 2015",qua,jun,22,37210
75F,"quinta-feira, junho 18, 2015",qui,jun,23,37819
76F,"sexta-feira, junho 19, 2015",sex,jun,24,38428
74F,"sábado, junho 20, 2015",sab,jun,23,37819
72F,"domingo, junho 21, 2015",dom,jun,22,36789
74F,"segunda-feira, junho 22, 2015",seg,jun,23,37396
75F,"terça-feira, junho 23, 2015",ter,jun,24,38426
71F,"quarta-feira, junho 24, 2015",qua,jun,21,36599
73F,"quinta-feira, junho 25, 2015",qui,jun,22,37207
77F,"sexta-feira, junho 26, 2015",sex,jun,24,38425
76F,"sábado, junho 27, 2015",sab,jun,24,38425
74F,"domingo, junho 28, 2015",dom,jun,23,37386
72F,"segunda-feira, junho 29, 2015",seg,jun,22,36773
74F,"terça-feira, junho 30, 2015",ter,jun,23,37815
73F,"quarta-feira, julho 01, 2015",qua,jul,22,37206
75F,"quinta-feira, julho 02, 2015",qui,jul,23,37814
73F,"sexta-feira, julho 03, 2015",sex,jul,22,37205
75F,"sábado, julho 04, 2015",sab,jul,23,37814
73F,"domingo, julho 05, 2015",dom,jul,22,36767
72F,"segunda-feira, julho 06, 2015",seg,jul,22,36765
79F,"terça-feira, julho 07, 2015",ter,jul,25,39031
73F,"quarta-feira, julho 08, 2015",qua,jul,22,37204
77F,"quinta-feira, julho 09, 2015",qui,jul,24,38422
76F,"sexta-feira, julho 10, 2015",sex,jul,24,38421
72F,"sábado, julho 11, 2015",sab,jul,22,37203
72F,"domingo, julho 12, 2015",dom,jul,22,36759
75F,"segunda-feira, julho 13, 2015",seg,jul,23,37368
74F,"terça-feira, julho 14, 2015",ter,jul,23,37811
78F,"quarta-feira, julho 15, 2015",qua,jul,25,39029
73F,"quinta-feira, julho 16, 2015",qui,jul,22,37201
77F,"sexta-feira, julho 17, 2015",sex,jul,24,38419
78F,"sábado, julho 18, 2015",sab,jul,25,39027
70F,"domingo, julho 19, 2015",dom,jul,21,36144
72F,"segunda-feira, julho 20, 2015",seg,jul,22,36750
73F,"terça-feira, julho 21, 2015",ter,jul,22,37199
74F,"quarta-feira, julho 22, 2015",qua,jul,23,37808
76F,"quinta-feira, julho 23, 2015",qui,jul,24,38416
71F,"sexta-feira, julho 24, 2015",sex,jul,21,36589
73F,"sábado, julho 25, 2015",sab,jul,22,37197
74F,"domingo, julho 26, 2015",dom,jul,23,37349
73F,"segunda-feira, julho 27, 2015",seg,jul,22,36740
75F,"terça-feira, julho 28, 2015",ter,jul,23,37806
76F,"quarta-feira, julho 29, 2015",qua,jul,24,38414
75F,"quinta-feira, julho 30, 2015",qui,jul,23,37804
77F,"sexta-feira, julho 31, 2015",sex,jul,24,38413
74F,"sábado, agosto 01, 2015",sab,ago,23,37803
67F,"domingo, agosto 02, 2015",dom,ago,19,34903
71F,"segunda-feira, agosto 03, 2015",seg,ago,21,36118
73F,"terça-feira, agosto 04, 2015",ter,ago,22,37193
75F,"quarta-feira, agosto 05, 2015",qua,ago,23,37802
75F,"quinta-feira, agosto 06, 2015",qui,ago,24,38411
80F,"sexta-feira, agosto 07, 2015",sex,ago,26,39627
75F,"sábado, agosto 08, 2015",sab,ago,23,37800
69F,"domingo, agosto 09, 2015",dom,ago,20,35500
73F,"segunda-feira, agosto 10, 2015",seg,ago,22,36717
79F,"terça-feira, agosto 11, 2015",ter,ago,26,39625
74F,"quarta-feira, agosto 12, 2015",qua,ago,23,37798
77F,"quinta-feira, agosto 13, 2015",qui,ago,24,38407
76F,"sexta-feira, agosto 14, 2015",sex,ago,24,38407
76F,"sábado, agosto 15, 2015",sab,ago,24,38407
72F,"domingo, agosto 16, 2015",dom,ago,22,36710
70F,"segunda-feira, agosto 17, 2015",seg,ago,21,36100
78F,"terça-feira, agosto 18, 2015",ter,ago,25,39013
72F,"quarta-feira, agosto 19, 2015",qua,ago,22,37186
70F,"quinta-feira, agosto 20, 2015",qui,ago,21,36576
75F,"sexta-feira, agosto 21, 2015",sex,ago,24,38403
79F,"sábado, agosto 22, 2015",sab,ago,25,39012
75F,"domingo, agosto 23, 2015",dom,ago,23,37312
73F,"segunda-feira, agosto 24, 2015",seg,ago,22,36703
73F,"terça-feira, agosto 25, 2015",ter,ago,22,37182
77F,"quarta-feira, agosto 26, 2015",qua,ago,25,39009
70F,"quinta-feira, agosto 27, 2015",qui,ago,21,36573
76F,"sexta-feira, agosto 28, 2015",sex,ago,24,38400
74F,"sábado, agosto 29, 2015",sab,ago,23,37790
70F,"domingo, agosto 30, 2015",dom,ago,21,36086
67F,"segunda-feira, agosto 31, 2015",seg,ago,19,34866
78F,"terça-feira, setembro 01, 2015",ter,set,25,39008
74F,"quarta-feira, setembro 02, 2015",qua,set,23,37789
74F,"quinta-feira, setembro 03, 2015",qui,set,23,37789
71F,"sexta-feira, setembro 04, 2015",sex,set,21,36571
72F,"sábado, setembro 05, 2015",sab,set,21,36569
67F,"domingo, setembro 06, 2015",dom,set,19,34848
73F,"segunda-feira, setembro 07, 2015",seg,set,22,36674
73F,"terça-feira, setembro 08, 2015",ter,set,22,37177
72F,"quarta-feira, setembro 09, 2015",qua,set,22,37176
79F,"quinta-feira, setembro 10, 2015",qui,set,26,39611
77F,"sexta-feira, setembro 11, 2015",sex,set,24,38392
78F,"sábado, setembro 12, 2015",sab,set,25,39001
71F,"domingo, setembro 13, 2015",dom,set,21,36052
74F,"segunda-feira, setembro 14, 2015",seg,set,23,37266
75F,"terça-feira, setembro 15, 2015",ter,set,23,37781
73F,"quarta-feira, setembro 16, 2015",qua,set,22,37172
75F,"quinta-feira, setembro 17, 2015",qui,set,23,37781
69F,"sexta-feira, setembro 18, 2015",sex,set,20,35954
75F,"sábado, setembro 19, 2015",sab,set,24,38390
72F,"domingo, setembro 20, 2015",dom,set,22,36633
77F,"segunda-feira, setembro 21, 2015",seg,set,24,37845
76F,"terça-feira, setembro 22, 2015",ter,set,24,38389
76F,"quarta-feira, setembro 23, 2015",qua,set,24,38388
76F,"quinta-feira, setembro 24, 2015",qui,set,24,38388
74F,"sexta-feira, setembro 25, 2015",sex,set,23,37779
73F,"sábado, setembro 26, 2015",sab,set,23,37779
72F,"domingo, setembro 27, 2015",dom,set,22,36261
69F,"segunda-feira, setembro 28, 2015",seg,set,20,35043
74F,"terça-feira, setembro 29, 2015",ter,set,23,37778
73F,"quarta-feira, setembro 30, 2015",qua,set,22,37168
78F,"quinta-feira, outubro 01, 2015",qui,out,25,38995
74F,"sexta-feira, outubro 02, 2015",sex,out,23,37775
75F,"sábado, outubro 03, 2015",sab,out,23,37775
72F,"domingo, outubro 04, 2015",dom,out,22,36243
66F,"segunda-feira, outubro 05, 2015",seg,out,18,33807
76F,"terça-feira, outubro 06, 2015",ter,out,24,38382
74F,"quarta-feira, outubro 07, 2015",qua,out,23,37773
75F,"quinta-feira, outubro 08, 2015",qui,out,23,37772
72F,"sexta-feira, outubro 09, 2015",sex,out,22,37162
77F,"sábado, outubro 10, 2015",sab,out,24,38380
69F,"domingo, outubro 11, 2015",dom,out,20,35009
71F,"segunda-feira, outubro 12, 2015",seg,out,21,35618
76F,"terça-feira, outubro 13, 2015",ter,out,24,38379
76F,"quarta-feira, outubro 14, 2015",qua,out,24,38379
77F,"quinta-feira, outubro 15, 2015",qui,out,24,38378
68F,"sexta-feira, outubro 16, 2015",sex,out,20,35941
76F,"sábado, outubro 17, 2015",sab,out,24,38377
68F,"domingo, outubro 18, 2015",dom,out,20,34994
73F,"segunda-feira, outubro 19, 2015",seg,out,22,36201
72F,"terça-feira, outubro 20, 2015",ter,out,22,37158
73F,"quarta-feira, outubro 21, 2015",qua,out,22,37157
74F,"quinta-feira, outubro 22, 2015",qui,out,23,37766
76F,"sexta-feira, outubro 23, 2015",sex,out,24,38375
77F,"sábado, outubro 24, 2015",sab,out,24,38373
68F,"domingo, outubro 25, 2015",dom,out,20,34975
70F,"segunda-feira, outubro 26, 2015",seg,out,21,35583
77F,"terça-feira, outubro 27, 2015",ter,out,24,38372
74F,"quarta-feira, outubro 28, 2015",qua,out,23,37763
76F,"quinta-feira, outubro 29, 2015",qui,out,24,38372
70F,"sexta-feira, outubro 30, 2015",sex,out,21,36544
73F,"sábado, outubro 31, 2015",sab,out,22,37153
69F,"domingo, novembro 01, 2015",dom,nov,20,34963
67F,"segunda-feira, novembro 02, 2015",seg,nov,19,34353
74F,"terça-feira, novembro 03, 2015",ter,nov,23,37761
74F,"quarta-feira, novembro 04, 2015",qua,nov,23,37761
75F,"quinta-feira, novembro 05, 2015",qui,nov,23,37760
70F,"sexta-feira, novembro 06, 2015",sex,nov,21,36542
78F,"sábado, novembro 07, 2015",sab,nov,25,38978
68F,"domingo, novembro 08, 2015",dom,nov,20,34950
67F,"segunda-feira, novembro 09, 2015",seg,nov,19,34340
75F,"terça-feira, novembro 10, 2015",ter,nov,23,37758
72F,"quarta-feira, novembro 11, 2015",qua,nov,22,37149
72F,"quinta-feira, novembro 12, 2015",qui,nov,22,37149
77F,"sexta-feira, novembro 13, 2015",sex,nov,25,38975
72F,"sábado, novembro 14, 2015",sab,nov,22,37148
65F,"domingo, novembro 15, 2015",dom,nov,18,33724
71F,"segunda-feira, novembro 16, 2015",seg,nov,21,35550
73F,"terça-feira, novembro 17, 2015",ter,nov,22,37145
76F,"quarta-feira, novembro 18, 2015",qua,nov,24,38362
77F,"quinta-feira, novembro 19, 2015",qui,nov,25,38971
76F,"sexta-feira, novembro 20, 2015",sex,nov,24,38361
74F,"sábado, novembro 21, 2015",sab,nov,23,37752
68F,"domingo, novembro 22, 2015",dom,nov,20,34934
71F,"segunda-feira, novembro 23, 2015",seg,nov,21,35542
74F,"terça-feira, novembro 24, 2015",ter,nov,23,37751
77F,"quarta-feira, novembro 25, 2015",qua,nov,24,38359
71F,"quinta-feira, novembro 26, 2015",qui,nov,21,36532
69F,"sexta-feira, novembro 27, 2015",sex,nov,20,35923
72F,"sábado, novembro 28, 2015",sab,nov,22,37140
70F,"domingo, novembro 29, 2015",dom,nov,21,35534
67F,"segunda-feira, novembro 30, 2015",seg,nov,19,34314
75F,"terça-feira, dezembro 01, 2015",ter,dez,23,37748
75F,"quarta-feira, dezembro 02, 2015",qua,dez,23,37747
73F,"quinta-feira, dezembro 03, 2015",qui,dez,22,37137
72F,"sexta-feira, dezembro 04, 2015",sex,dez,22,37136
77F,"sábado, dezembro 05, 2015",sab,dez,25,38962
68F,"domingo, dezembro 06, 2015",dom,dez,20,34913
73F,"segunda-feira, dezembro 07, 2015",seg,dez,22,36129
73F,"terça-feira, dezembro 08, 2015",ter,dez,22,37135
75F,"quarta-feira, dezembro 09, 2015",qua,dez,23,37744
71F,"quinta-feira, dezembro 10, 2015",qui,dez,21,36524
73F,"sexta-feira, dezembro 11, 2015",sex,dez,22,37133
72F,"sábado, dezembro 12, 2015",sab,dez,22,37133
70F,"domingo, dezembro 13, 2015",dom,dez,21,35512
70F,"segunda-feira, dezembro 14, 2015",seg,dez,21,35512
75F,"terça-feira, dezembro 15, 2015",ter,dez,23,37740
78F,"quarta-feira, dezembro 16, 2015",qua,dez,25,38958
76F,"quinta-feira, dezembro 17, 2015",qui,dez,24,38349
73F,"sexta-feira, dezembro 18, 2015",sex,dez,22,37129
74F,"sábado, dezembro 19, 2015",sab,dez,23,37738
70F,"domingo, dezembro 20, 2015",dom,dez,20,34895
70F,"segunda-feira, dezembro 21, 2015",seg,dez,20,34895
75F,"terça-feira, dezembro 22, 2015",ter,dez,24,38344
75F,"quarta-feira, dezembro 23, 2015",qua,dez,23,37732
74F,"quinta-feira, dezembro 24, 2015",qui,dez,23,37732
76F,"sexta-feira, dezembro 25, 2015",sex,dez,24,38341
75F,"sábado, dezembro 26, 2015",sab,dez,24,38340
69F,"domingo, dezembro 27, 2015",dom,dez,20,34890
67F,"segunda-feira, dezembro 28, 2015",seg,dez,19,34281
76F,"terça-feira, dezembro 29, 2015",ter,dez,24,38337
72F,"quarta-feira, dezembro 30, 2015",qua,dez,22,37119
77F,"quinta-feira, dezembro 31, 2015",qui,dez,25,38946
72F,"sexta-feira, janeiro 01, 2016",sex,jan,22,37118
79F,"sábado, janeiro 02, 2016",sab,jan,26,39554
68F,"domingo, janeiro 03, 2016",dom,jan,19,34276
67F,"segunda-feira, janeiro 04, 2016",seg,jan,19,34276
72F,"terça-feira, janeiro 05, 2016",ter,jan,22,37117
75F,"quarta-feira, janeiro 06, 2016",qua,jan,23,37726
74F,"quinta-feira, janeiro 07, 2016",qui,jan,23,37726
74F,"sexta-feira, janeiro 08, 2016",sex,jan,23,37725
70F,"sábado, janeiro 09, 2016",sab,jan,21,36507
69F,"domingo, janeiro 10, 2016",dom,jan,20,34882
66F,"segunda-feira, janeiro 11, 2016",seg,jan,18,33664
74F,"terça-feira, janeiro 12, 2016",ter,jan,23,37723
73F,"quarta-feira, janeiro 13, 2016",qua,jan,22,37114
74F,"quinta-feira, janeiro 14, 2016",qui,jan,23,37721
78F,"sexta-feira, janeiro 15, 2016",sex,jan,25,38939
68F,"sábado, janeiro 16, 2016",sab,jan,20,35894
69F,"domingo, janeiro 17, 2016",dom,jan,20,34875
65F,"segunda-feira, janeiro 18, 2016",seg,jan,18,33655
71F,"terça-feira, janeiro 19, 2016",ter,jan,21,36501
